0,1,2,3,Category,Epoch
0.22611378,0.3690228,0.09663959,0.30822387,OutdoorManMade,11
0.2466527,0.3807639,0.1048808,0.26770255,OutdoorNatural,11
0.16100967,0.48015964,0.095132105,0.2636986,Pattern,11
0.2990027,0.38311878,0.094450764,0.2234277,Random,11
0.19027317,0.40827656,0.12418487,0.27726537,Satellite,11
0.27488068,0.3345331,0.07939479,0.3111914,Sketch,11
0.38900527,0.12113117,0.08794406,0.40191954,Social,11
0.368534,0.15827772,0.07541068,0.39777762,Action,12
0.34600443,0.2003792,0.079756394,0.37385994,Affective,12
0.25854793,0.41432047,0.090989396,0.23614223,Art,12
0.2426948,0.36596638,0.08741968,0.30391917,BlackWhite,12
0.30233192,0.25595087,0.08457679,0.35714045,Cartoon,12
0.20229039,0.43372703,0.0849404,0.27904218,Fractal,12
0.2837834,0.32285047,0.09328403,0.3000821,Indoor,12
0.19011025,0.51131505,0.09510494,0.20346974,Inverted,12
0.2872549,0.37486228,0.10138006,0.23650269,Jumbled,12
0.24432476,0.4230508,0.09253537,0.24008906,LineDrawing,12
0.13804066,0.6330182,0.08810809,0.14083306,LowResolution,12
0.17890409,0.5414525,0.090934426,0.18870893,Noisy,12
0.34088835,0.32008874,0.086986825,0.25203612,Object,12
0.21718036,0.3808731,0.089058496,0.312888,OutdoorManMade,12
0.24333069,0.3967285,0.096995555,0.2629453,OutdoorNatural,12
0.15099157,0.50659615,0.08698696,0.2554253,Pattern,12
0.2996978,0.39999425,0.0867433,0.21356463,Random,12
0.18051311,0.4323962,0.11531818,0.27177256,Satellite,12
0.27542904,0.33899087,0.07277569,0.3128044,Sketch,12
0.4042571,0.108471654,0.07925457,0.4080167,Social,12
0.37549672,0.14674093,0.06884441,0.40891784,Action,13
0.35033542,0.18906765,0.07278397,0.38781297,Affective,13
0.25554317,0.43538553,0.08401148,0.22505973,Art,13
0.2417498,0.37470582,0.08115073,0.30239365,BlackWhite,13
0.3032258,0.25022295,0.07719846,0.36935282,Cartoon,13
0.19680645,0.45145795,0.078158826,0.27357677,Fractal,13
0.28763306,0.32687697,0.08638965,0.29910028,Indoor,13
0.17844175,0.54146063,0.08727675,0.19282092,Inverted,13
0.28922272,0.3845854,0.09380719,0.23238462,Jumbled,13
0.23908648,0.44214278,0.08570689,0.23306383,LineDrawing,13
0.12577295,0.6661505,0.07990418,0.12817235,LowResolution,13
0.16922864,0.57129854,0.08325191,0.1762209,Noisy,13
0.353595,0.32333276,0.080375776,0.24269643,Object,13
0.21058053,0.39793983,0.082332276,0.3091473,OutdoorManMade,13
0.23729561,0.4116989,0.089706555,0.26129895,OutdoorNatural,13
0.140686,0.5295069,0.079819724,0.24998735,Pattern,13
0.30360964,0.4128848,0.07961394,0.20389162,Random,13
0.1687678,0.4580239,0.10583344,0.2673749,Satellite,13
0.27705234,0.3411869,0.0667665,0.31499428,Sketch,13
0.41345096,0.098509856,0.07173726,0.4163019,Social,13
0.38158435,0.13650016,0.06268919,0.41922632,Action,14
0.35574344,0.17783436,0.06677407,0.39964807,Affective,14
0.2507045,0.4537737,0.077385455,0.2181363,Art,14
0.23700115,0.38537306,0.07534694,0.3022789,BlackWhite,14
0.30646324,0.24324329,0.07118973,0.37910372,Cartoon,14
0.1871779,0.4761401,0.07248474,0.2641973,Fractal,14
0.29117456,0.33005366,0.08001519,0.29875663,Indoor,14
0.16530123,0.5739953,0.08003687,0.1806666,Inverted,14
0.28826576,0.39843813,0.08680994,0.22648612,Jumbled,14
0.23130322,0.45922682,0.07916719,0.23030275,LineDrawing,14
0.11365305,0.6983254,0.07243577,0.11558576,LowResolution,14
0.15561351,0.60868055,0.07557949,0.16012636,Noisy,14
0.36997914,0.31989875,0.074215874,0.23590615,Object,14
0.20625572,0.40617192,0.07583539,0.31173694,OutdoorManMade,14
0.23170033,0.43041414,0.083341986,0.2545435,OutdoorNatural,14
0.13069479,0.55277133,0.07318356,0.24335025,Pattern,14
0.31126267,0.42088008,0.07332924,0.19452803,Random,14
0.15816116,0.48331526,0.09721694,0.26130664,Satellite,14
0.2747279,0.34434626,0.061343413,0.31958246,Sketch,14
0.42628208,0.08879164,0.06498349,0.4199428,Social,14
0.3889312,0.124499194,0.057409175,0.42916045,Action,15
0.3620427,0.16420817,0.06096714,0.41278195,Affective,15
0.24930169,0.46876287,0.07179059,0.21014489,Art,15
0.23514412,0.39802033,0.06938668,0.2974489,BlackWhite,15
0.31145668,0.23336922,0.06536452,0.38980964,Cartoon,15
0.17678611,0.5001322,0.06703139,0.25605032,Fractal,15
0.2930852,0.33373246,0.074101135,0.29908127,Indoor,15
0.15242036,0.6058001,0.073327824,0.16845173,Inverted,15
0.2871586,0.41334227,0.08124379,0.21825534,Jumbled,15
0.22074966,0.4874886,0.073217526,0.21854414,LineDrawing,15
0.10160745,0.72975874,0.06509304,0.10354081,LowResolution,15
0.1456529,0.6373047,0.06932086,0.14772154,Noisy,15
0.38816166,0.31519964,0.068555795,0.22808284,Object,15
0.19983278,0.41828665,0.07046518,0.31141534,OutdoorManMade,15
0.22844195,0.44424847,0.07733283,0.24997672,OutdoorNatural,15
0.12043674,0.57917744,0.066798255,0.2335875,Pattern,15
0.3145366,0.43634364,0.06744642,0.18167335,Random,15
0.14670265,0.5080424,0.089406855,0.25584817,Satellite,15
0.2743315,0.35082138,0.056471698,0.31837538,Sketch,15
0.4341881,0.07948247,0.05839914,0.4279302,Social,15
0.39338976,0.1136464,0.05246463,0.44049913,Action,16
0.37389722,0.15168503,0.055585004,0.41883272,Affective,16
0.24235877,0.48974848,0.06625323,0.20163958,Art,16
0.23529893,0.40503976,0.06451631,0.29514503,BlackWhite,16
0.31167287,0.22463779,0.060472235,0.40321708,Cartoon,16
0.16838615,0.52361864,0.061766963,0.24622828,Fractal,16
0.30043232,0.33376524,0.068390615,0.29741183,Indoor,16
0.1389132,0.63828194,0.066727534,0.1560773,Inverted,16
0.2874212,0.42671564,0.07514165,0.21072155,Jumbled,16
0.21280925,0.5120472,0.067812145,0.20733143,LineDrawing,16
0.09226381,0.7538836,0.05952593,0.09432667,LowResolution,16
0.13355789,0.66601956,0.06322934,0.13719323,Noisy,16
0.4096625,0.31376138,0.06311277,0.21346335,Object,16
0.19131254,0.43033263,0.06542705,0.31292784,OutdoorManMade,16
0.22449103,0.45868143,0.07244587,0.24438159,OutdoorNatural,16
0.111817226,0.60585266,0.06146651,0.22086358,Pattern,16
0.3219015,0.44538182,0.06194483,0.17077187,Random,16
0.1343564,0.53523505,0.08196552,0.24844305,Satellite,16
0.27405548,0.35094774,0.052245032,0.32275176,Sketch,16
0.4449807,0.071189836,0.052652586,0.43117687,Social,16
0.39748693,0.10276517,0.04763583,0.45211214,Action,17
0.38180193,0.1403428,0.05076725,0.42708808,Affective,17
0.2356213,0.51390713,0.061327647,0.18914388,Art,17
0.23117764,0.41930968,0.0598102,0.2897025,BlackWhite,17
0.31492838,0.21449438,0.05557397,0.4150033,Cartoon,17
0.15698087,0.54873574,0.057243537,0.23703979,Fractal,17
0.30648136,0.33660772,0.06393123,0.29297963,Indoor,17
0.12735122,0.6697303,0.061026044,0.1418924,Inverted,17
0.28735235,0.4418164,0.06951619,0.20131505,Jumbled,17
0.20579174,0.53048927,0.063275486,0.20044349,LineDrawing,17
0.08224115,0.78028476,0.05349773,0.08397638,LowResolution,17
0.12248764,0.695645,0.05741006,0.12445732,Noisy,17
0.43621072,0.3015715,0.058345456,0.20387226,Object,17
0.18292971,0.4374241,0.06042232,0.31922382,OutdoorManMade,17
0.21706127,0.47808564,0.06738408,0.237469,OutdoorNatural,17
0.102804236,0.63155234,0.056534972,0.20910841,Pattern,17
0.32013696,0.46218526,0.057398368,0.16027936,Random,17
0.123038195,0.5638704,0.075419165,0.23767224,Satellite,17
0.2745474,0.35403585,0.048400085,0.32301664,Sketch,17
0.45725787,0.064124875,0.047767,0.4308502,Social,17
0.40058267,0.09344796,0.043468244,0.46250108,Action,18
0.38606083,0.1270555,0.04629432,0.44058934,Affective,18
0.228021,0.53571945,0.056557555,0.17970192,Art,18
0.2241514,0.43420666,0.05573152,0.2859104,BlackWhite,18
0.3178996,0.20376691,0.051228475,0.42710504,Cartoon,18
0.14637865,0.5720001,0.052993916,0.22862735,Fractal,18
0.30640465,0.34462556,0.05924584,0.28972393,Indoor,18
0.11546577,0.6998369,0.05512534,0.12957197,Inverted,18
0.28984675,0.4505704,0.064976856,0.19460592,Jumbled,18
0.1964565,0.5536553,0.058260728,0.19162746,LineDrawing,18
0.07362951,0.80297863,0.04820624,0.07518562,LowResolution,18
0.11185085,0.7222018,0.052405432,0.1135419,Noisy,18
0.45443,0.2964802,0.05420355,0.19488624,Object,18
0.17676689,0.44450083,0.056214284,0.322518,OutdoorManMade,18
0.21038379,0.49939528,0.062326126,0.22789486,OutdoorNatural,18
0.09463845,0.6563489,0.051923387,0.19708933,Pattern,18
0.32539594,0.4713683,0.052805435,0.15043026,Random,18
0.11310406,0.59014827,0.06935089,0.22739679,Satellite,18
0.2755111,0.3517716,0.04512462,0.32759267,Sketch,18
0.47159144,0.057642154,0.04319122,0.4275752,Social,18
0.40570992,0.08486431,0.039748203,0.46967754,Action,19
0.39325994,0.11638688,0.042301264,0.4480519,Affective,19
0.22324312,0.55473024,0.05236538,0.16966128,Art,19
0.22084911,0.44560057,0.051602527,0.28194776,BlackWhite,19
0.32082534,0.19588038,0.047466215,0.43582812,Cartoon,19
0.1370403,0.5976659,0.04892475,0.21636899,Fractal,19
0.31043705,0.34458897,0.055318646,0.28965536,Indoor,19
0.10392666,0.72881794,0.050097622,0.11715782,Inverted,19
0.29030603,0.4615192,0.060589906,0.1875848,Jumbled,19
0.18195511,0.58109355,0.053811193,0.18314007,LineDrawing,19
0.06620795,0.8226605,0.043670982,0.0674606,LowResolution,19
0.10101902,0.7474505,0.047748245,0.1037823,Noisy,19
0.48452687,0.28474808,0.049884535,0.1808405,Object,19
0.16700546,0.4570396,0.052255463,0.32369953,OutdoorManMade,19
0.20362093,0.51863706,0.058056753,0.2196853,OutdoorNatural,19
0.087281056,0.6802386,0.047774006,0.18470633,Pattern,19
0.3291737,0.48150927,0.048747897,0.14056915,Random,19
0.10351575,0.61951256,0.063519895,0.21345174,Satellite,19
0.2772222,0.3484354,0.04176017,0.33258227,Sketch,19
0.4866333,0.05219621,0.039286416,0.4218841,Social,19
0.27499405,0.24091296,0.20410809,0.2799849,Action,2
0.27540922,0.24405843,0.20638892,0.2741434,Affective,2
0.26247826,0.26606318,0.21300675,0.25845182,Art,2
0.26464003,0.26537076,0.20637812,0.26361108,BlackWhite,2
0.26736525,0.2512066,0.21016724,0.27126083,Cartoon,2
0.25171602,0.27364758,0.20580566,0.2688308,Fractal,2
0.2568702,0.25787345,0.21630184,0.26895455,Indoor,2
0.25596136,0.27904212,0.21085295,0.25414357,Inverted,2
0.2630739,0.26121688,0.21864037,0.2570688,Jumbled,2
0.25904444,0.28042322,0.21135283,0.2491795,LineDrawing,2
0.24778683,0.29355133,0.21208091,0.24658088,LowResolution,2
0.25241768,0.28596446,0.21305083,0.24856706,Noisy,2
0.2643908,0.25809556,0.21003827,0.26747534,Object,2
0.2576116,0.2700459,0.20677245,0.26557004,OutdoorManMade,2
0.26318327,0.2727081,0.20909454,0.2550141,OutdoorNatural,2
0.24227914,0.29053196,0.20717508,0.2600138,Pattern,2
0.2665979,0.2662145,0.2069706,0.260217,Random,2
0.24843867,0.26490682,0.23036978,0.25628474,Satellite,2
0.26063547,0.27256426,0.20252492,0.26427534,Sketch,2
0.2819181,0.22346576,0.21119753,0.2834186,Social,2
0.41454026,0.07716093,0.036316663,0.47198212,Action,20
0.39797488,0.10499925,0.03871168,0.45831415,Affective,20
0.21153048,0.5804201,0.048453193,0.15959628,Art,20
0.21343426,0.4600163,0.04798021,0.27856922,BlackWhite,20
0.32350692,0.18424167,0.04370824,0.4485432,Cartoon,20
0.12808502,0.62606627,0.045114543,0.20073418,Fractal,20
0.31472352,0.34327775,0.05158238,0.2904163,Indoor,20
0.09474668,0.7524202,0.045662407,0.107170716,Inverted,20
0.2906116,0.47442618,0.056316562,0.17864564,Jumbled,20
0.16804828,0.60881656,0.049616694,0.17351843,LineDrawing,20
0.059621613,0.84006494,0.039631907,0.060681526,LowResolution,20
0.09064147,0.7731676,0.043174542,0.09301633,Noisy,20
0.5140418,0.27191925,0.045969225,0.16806978,Object,20
0.1591223,0.46366045,0.048654433,0.3285629,OutdoorManMade,20
0.19542253,0.54001635,0.054062236,0.21049878,OutdoorNatural,20
0.079590365,0.705295,0.04364699,0.17146759,Pattern,20
0.3263809,0.4984039,0.04492173,0.1302935,Random,20
0.094460145,0.64463335,0.058376104,0.20253041,Satellite,20
0.2757936,0.3487108,0.038866013,0.3366296,Sketch,20
0.50127214,0.047288693,0.035792716,0.41564646,Social,20
0.40864938,0.070320666,0.033307973,0.48772195,Action,21
0.40457436,0.0953025,0.035485007,0.4646381,Affective,21
0.1998878,0.60705537,0.04475394,0.14830291,Art,21
0.20735434,0.47390953,0.044666994,0.2740691,BlackWhite,21
0.32559225,0.17241345,0.04032676,0.46166754,Cartoon,21
0.11829714,0.6501957,0.04170148,0.18980566,Fractal,21
0.32290155,0.34258962,0.04807059,0.28643826,Indoor,21
0.08471818,0.7784449,0.04125459,0.09558234,Inverted,21
0.2911494,0.4870185,0.052325733,0.1695064,Jumbled,21
0.15878278,0.63237077,0.045959026,0.16288745,LineDrawing,21
0.053556673,0.8562476,0.035849046,0.054346684,LowResolution,21
0.081853606,0.7953129,0.039121397,0.08371204,Noisy,21
0.5451419,0.2576726,0.04271971,0.15446582,Object,21
0.15075092,0.47839138,0.04502874,0.32582903,OutdoorManMade,21
0.18837212,0.5627857,0.050062288,0.19877987,OutdoorNatural,21
0.072791,0.7284432,0.040049296,0.15871643,Pattern,21
0.32835346,0.50981784,0.041391913,0.120436795,Random,21
0.085722364,0.6749293,0.053246114,0.1861022,Satellite,21
0.27241737,0.34988922,0.03617584,0.34151757,Sketch,21
0.5220357,0.042460293,0.032487806,0.40301618,Social,21
0.4138788,0.06406577,0.030628042,0.49142742,Action,22
0.40565276,0.0864137,0.032571536,0.47536203,Affective,22
0.19260128,0.62496006,0.041746654,0.14069203,Art,22
0.20223798,0.4894693,0.041554388,0.26673833,BlackWhite,22
0.3239585,0.15854082,0.0371337,0.48036706,Cartoon,22
0.11005076,0.676984,0.038345564,0.17461969,Fractal,22
0.33008435,0.3425955,0.04488397,0.28243622,Indoor,22
0.07641302,0.7994864,0.03760023,0.08650043,Inverted,22
0.29099455,0.498848,0.048609216,0.16154817,Jumbled,22
0.14897004,0.6580294,0.04237522,0.15062532,LineDrawing,22
0.048288558,0.86998457,0.03266531,0.049061585,LowResolution,22
0.074928164,0.8125681,0.0358094,0.07669429,Noisy,22
0.5820907,0.23716329,0.0392811,0.14146492,Object,22
0.13991353,0.49292782,0.04178907,0.32536957,OutdoorManMade,22
0.17965208,0.58661616,0.046391726,0.18734004,OutdoorNatural,22
0.066048056,0.7515358,0.03650284,0.14591339,Pattern,22
0.32477805,0.52503186,0.03817115,0.11201894,Random,22
0.07803275,0.700101,0.048848458,0.17301784,Satellite,22
0.27081656,0.34960008,0.033692177,0.34589118,Sketch,22
0.5338348,0.038718104,0.02980264,0.39764443,Social,22
0.42150477,0.058162324,0.028081132,0.4922518,Action,23
0.40645352,0.07809619,0.02984203,0.48560828,Affective,23
0.18226501,0.64893,0.03851106,0.13029386,Art,23
0.19569583,0.5048163,0.038658887,0.26082903,BlackWhite,23
0.31748983,0.14693698,0.034119125,0.50145406,Cartoon,23
0.09990676,0.7023959,0.03507379,0.16262354,Fractal,23
0.33801538,0.34205067,0.04196171,0.27797216,Indoor,23
0.069016576,0.8179732,0.03431594,0.07869429,Inverted,23
0.28981417,0.5126686,0.04518635,0.15233088,Jumbled,23
0.13720974,0.6853343,0.039026108,0.13842978,LineDrawing,23
0.043282703,0.8835016,0.029559055,0.043656662,LowResolution,23
0.067769475,0.83058894,0.03253145,0.06911011,Noisy,23
0.61656743,0.21823646,0.036084514,0.12911165,Object,23
0.13127793,0.50689846,0.03883778,0.32298583,OutdoorManMade,23
0.17045248,0.6091263,0.042922508,0.17749874,OutdoorNatural,23
0.060127974,0.7730209,0.033397987,0.13345307,Pattern,23
0.32476136,0.53643674,0.035267286,0.10353455,Random,23
0.070378914,0.7267457,0.044408437,0.15846694,Satellite,23
0.27229607,0.346796,0.031561926,0.34934604,Sketch,23
0.5543889,0.035111472,0.02725674,0.3832429,Social,23
0.42238197,0.052763324,0.025759567,0.49909517,Action,24
0.40621975,0.07102736,0.027415633,0.49533728,Affective,24
0.17145057,0.6723087,0.03545836,0.12078243,Art,24
0.18867174,0.5215663,0.03603317,0.2537288,BlackWhite,24
0.313047,0.1355468,0.03152533,0.51988083,Cartoon,24
0.09184561,0.7249283,0.03230814,0.15091795,Fractal,24
0.34938267,0.33659598,0.039295882,0.27472544,Indoor,24
0.06106188,0.8383898,0.030751608,0.06979665,Inverted,24
0.285514,0.52731144,0.04223315,0.14494136,Jumbled,24
0.12679723,0.71056277,0.035872173,0.1267678,LineDrawing,24
0.039034914,0.89482266,0.026839277,0.039303243,LowResolution,24
0.06087783,0.8474847,0.02947801,0.062159397,Noisy,24
0.6531658,0.19849825,0.03290366,0.11543225,Object,24
0.123124,0.51888067,0.03601019,0.32198513,OutdoorManMade,24
0.15989721,0.63454324,0.03964396,0.16591567,OutdoorNatural,24
0.054169837,0.7935681,0.030399255,0.121862814,Pattern,24
0.31864,0.5532062,0.03276983,0.09538395,Random,24
0.06324237,0.753502,0.040302083,0.14295354,Satellite,24
0.27016535,0.34314358,0.02949871,0.35719234,Sketch,24
0.57584834,0.031889863,0.025015296,0.36724648,Social,24
0.42584944,0.048029326,0.023709036,0.50241214,Action,25
0.40422556,0.06440418,0.02517633,0.5061939,Affective,25
0.15796928,0.6986633,0.032584976,0.11078244,Art,25
0.18311235,0.53548414,0.03368193,0.24772158,BlackWhite,25
0.30638766,0.12317419,0.028993087,0.541445,Cartoon,25
0.08391644,0.7476268,0.029635774,0.13882093,Fractal,25
0.35932907,0.33108523,0.036834523,0.27275118,Indoor,25
0.055099145,0.85411894,0.028037053,0.062744856,Inverted,25
0.28230628,0.5424143,0.039290752,0.13598858,Jumbled,25
0.117590755,0.73264754,0.03306546,0.11669626,LineDrawing,25
0.03495393,0.90550107,0.024310783,0.03523428,LowResolution,25
0.054773327,0.8625153,0.026805831,0.055905566,Noisy,25
0.68501025,0.18028998,0.030105345,0.10459445,Object,25
0.114447564,0.5324074,0.03346968,0.31967536,OutdoorManMade,25
0.14968303,0.6582437,0.036712125,0.15536109,OutdoorNatural,25
0.049672395,0.81176263,0.027918762,0.110646255,Pattern,25
0.31560484,0.5654411,0.030378586,0.08857544,Random,25
0.057414684,0.7735981,0.036917984,0.13206926,Satellite,25
0.26780498,0.33893865,0.027549043,0.3657073,Sketch,25
0.5924532,0.02902374,0.022947194,0.35557586,Social,25
0.41713572,0.04382921,0.021824043,0.517211,Action,26
0.40011084,0.058260005,0.023234196,0.51839495,Affective,26
0.14729236,0.7207139,0.030063199,0.101930566,Art,26
0.17599003,0.55046576,0.031504374,0.24203983,BlackWhite,26
0.297104,0.1123712,0.02666152,0.56386334,Cartoon,26
0.07657177,0.768676,0.027173422,0.12757875,Fractal,26
0.37304905,0.32049266,0.034355305,0.27210298,Indoor,26
0.04914079,0.86959875,0.025278412,0.055981986,Inverted,26
0.27567607,0.56149155,0.03645585,0.12637651,Jumbled,26
0.10778248,0.7541144,0.030388476,0.107714646,LineDrawing,26
0.031615138,0.9141516,0.022199832,0.032033417,LowResolution,26
0.049380906,0.8756482,0.024370091,0.050600775,Noisy,26
0.71535385,0.16242962,0.027539417,0.09467718,Object,26
0.10807221,0.538807,0.03122521,0.3218956,OutdoorManMade,26
0.14226268,0.67791593,0.03410089,0.14572048,OutdoorNatural,26
0.045268342,0.82802206,0.025538573,0.10117097,Pattern,26
0.31688777,0.57446074,0.02799598,0.08065545,Random,26
0.05119078,0.79771006,0.033366762,0.117732465,Satellite,26
0.26834255,0.32796574,0.025736434,0.37795526,Sketch,26
0.6172783,0.026602803,0.02116402,0.33495486,Social,26
0.4127535,0.04008761,0.020136463,0.52702236,Action,27
0.39657077,0.052725606,0.021313867,0.52938974,Affective,27
0.1372917,0.74202955,0.027512025,0.093166694,Art,27
0.16883405,0.56420994,0.029360568,0.2375955,BlackWhite,27
0.2858343,0.10143086,0.024373509,0.58836126,Cartoon,27
0.069673814,0.78848946,0.024884405,0.116952345,Fractal,27
0.3843586,0.3154281,0.03224653,0.26796684,Indoor,27
0.04437109,0.8819523,0.023031998,0.050644673,Inverted,27
0.2729935,0.5740136,0.03403415,0.11895879,Jumbled,27
0.0999147,0.7735039,0.027921952,0.098659456,LineDrawing,27
0.02854656,0.92236805,0.020193418,0.028891936,LowResolution,27
0.04454219,0.8875626,0.02220988,0.045685332,Noisy,27
0.74526703,0.14530818,0.025016453,0.08440833,Object,27
0.100740105,0.55057704,0.029039431,0.31964344,OutdoorManMade,27
0.13141239,0.7020889,0.031389985,0.13510872,OutdoorNatural,27
0.04127336,0.84268504,0.023442099,0.092599444,Pattern,27
0.3158942,0.58399713,0.026038917,0.07406974,Random,27
0.046304934,0.81600904,0.03045436,0.10723168,Satellite,27
0.2666121,0.32213008,0.0240913,0.38716656,Sketch,27
0.6447474,0.02425093,0.019412922,0.31158873,Social,27
0.41041848,0.03700845,0.018679757,0.5338933,Action,28
0.39092624,0.047657903,0.019578565,0.5418373,Affective,28
0.12698899,0.7628025,0.025261117,0.08494747,Art,28
0.16039649,0.58298564,0.027304642,0.22931331,BlackWhite,28
0.27096528,0.09168466,0.022339404,0.6150107,Cartoon,28
0.06312503,0.8072269,0.022785095,0.10686304,Fractal,28
0.39697552,0.30529436,0.030181408,0.2675487,Indoor,28
0.040167034,0.89266247,0.021119166,0.046051335,Inverted,28
0.2674456,0.59029084,0.031545002,0.11071853,Jumbled,28
0.09238121,0.7919271,0.025674162,0.09001762,LineDrawing,28
0.025871996,0.9294331,0.018473146,0.026221728,LowResolution,28
0.040249154,0.8982105,0.020224072,0.041316293,Noisy,28
0.7713695,0.13051438,0.02275813,0.07535794,Object,28
0.093289815,0.5592859,0.026902629,0.32052168,OutdoorManMade,28
0.12186488,0.7241826,0.02893582,0.12501672,OutdoorNatural,28
0.037410267,0.85790616,0.021400912,0.08328261,Pattern,28
0.3140704,0.5931667,0.0241483,0.06861464,Random,28
0.04170566,0.834299,0.027579185,0.09641612,Satellite,28
0.26687753,0.31498814,0.022559796,0.39557454,Sketch,28
0.6674656,0.022115301,0.017854616,0.29256448,Social,28
0.40500963,0.033728074,0.01719297,0.5440693,Action,29
0.3867638,0.04347344,0.018110756,0.551652,Affective,29
0.1166854,0.7826636,0.023203354,0.07744763,Art,29
0.15223385,0.60493845,0.025361147,0.21746658,BlackWhite,29
0.25400043,0.08206386,0.020388357,0.6435474,Cartoon,29
0.057225868,0.8244848,0.020882048,0.097407274,Fractal,29
0.4132413,0.2949292,0.028274981,0.26355454,Indoor,29
0.035883524,0.904006,0.019082204,0.041028343,Inverted,29
0.26340762,0.6048911,0.02934611,0.10235519,Jumbled,29
0.083953924,0.8108565,0.023491299,0.08169827,LineDrawing,29
0.023724956,0.93523175,0.017021712,0.024021557,LowResolution,29
0.03625403,0.90774024,0.018480377,0.037525352,Noisy,29
0.79521734,0.116469674,0.020719286,0.06759365,Object,29
0.085888,0.56891763,0.024929183,0.3202652,OutdoorManMade,29
0.110567026,0.7488541,0.026447402,0.114131555,OutdoorNatural,29
0.034427196,0.8685553,0.01981992,0.07719759,Pattern,29
0.30888793,0.60609466,0.022382867,0.06263458,Random,29
0.037506096,0.8494246,0.025148677,0.0879206,Satellite,29
0.2666038,0.30498824,0.021165984,0.40724197,Sketch,29
0.6932007,0.02016774,0.016393114,0.2702385,Social,29
0.2856835,0.24010824,0.18306628,0.29114193,Action,3
0.28456444,0.2445387,0.18797849,0.28291836,Affective,3
0.26177865,0.28367877,0.19485864,0.25968388,Art,3
0.26283163,0.27582425,0.18933855,0.27200562,BlackWhite,3
0.27260876,0.25668967,0.19200706,0.27869448,Cartoon,3
0.25013888,0.2876783,0.1890122,0.27317062,Fractal,3
0.2604694,0.26560318,0.19950338,0.27442408,Indoor,3
0.25751325,0.29387277,0.19593555,0.25267842,Inverted,3
