,epoch,timestamp,learning_rate,loss,validation_IG,validation_LL,validation_AUC,validation_NSS,train_loss_Action,val_ig_Action,val_ll_Action,train_loss_Affective,val_ig_Affective,val_ll_Affective,train_loss_Art,val_ig_Art,val_ll_Art,train_loss_BlackWhite,val_ig_BlackWhite,val_ll_BlackWhite,train_loss_Cartoon,val_ig_Cartoon,val_ll_Cartoon,train_loss_Fractal,val_ig_Fractal,val_ll_Fractal,train_loss_Indoor,val_ig_Indoor,val_ll_Indoor,train_loss_Inverted,val_ig_Inverted,val_ll_Inverted,train_loss_Jumbled,val_ig_Jumbled,val_ll_Jumbled,train_loss_LineDrawing,val_ig_LineDrawing,val_ll_LineDrawing,train_loss_LowResolution,val_ig_LowResolution,val_ll_LowResolution,train_loss_Noisy,val_ig_Noisy,val_ll_Noisy,train_loss_Object,val_ig_Object,val_ll_Object,train_loss_OutdoorManMade,val_ig_OutdoorManMade,val_ll_OutdoorManMade,train_loss_OutdoorNatural,val_ig_OutdoorNatural,val_ll_OutdoorNatural,train_loss_Pattern,val_ig_Pattern,val_ll_Pattern,train_loss_Random,val_ig_Random,val_ll_Random,train_loss_Satelite,val_ig_Satelite,val_ll_Satelite,train_loss_Sketch,val_ig_Sketch,val_ll_Sketch,train_loss_Social,val_ig_Social,val_ll_Social
21,21,2024-11-18 12:09:16.964582,0.0001,4428.216275787354,-4499.873864746094,-4516.509205627442,0.8708371438086033,2.0932847946882247,4466.65417098999,-4668.532867431641,-4685.168167114258,4663.268974304199,-4744.809234619141,-4761.444519042969,4549.876735687256,-4562.833236694336,-4579.468551635742,4304.55810546875,-4248.337814331055,-4264.973175048828,4816.976978302002,-4906.192199707031,-4922.827453613281,4187.1770668029785,-4293.766677856445,-4310.401992797852,4701.690418243408,-4911.68994140625,-4928.3251953125,4609.664268493652,-4922.05403137207,-4938.689315795898,4919.7480392456055,-4881.088088989258,-4897.723358154297,4526.447448730469,-4552.130752563477,-4568.766036987305,3676.6370887756348,-3630.4537506103516,-3647.0892181396484,3946.2931594848633,-4075.315719604492,-4091.9510955810547,4355.324245452881,-4501.131866455078,-4517.767196655273,4646.26065826416,-4721.965423583984,-4738.6007080078125,4315.783977508545,-4289.286865234375,-4305.922225952148,4124.713409423828,-4184.83642578125,-4201.4718017578125,4283.90641784668,-4206.025192260742,-4222.660583496094,4461.419860839844,-4579.483306884766,-4596.118606567383,3995.806816101074,-4119.418045043945,-4136.05339050293,5012.117637634277,-4998.1260986328125,-5014.7613525390625
22,22,2024-11-18 12:38:49.622637,0.0001,4426.826519775391,-4500.898138427734,-4517.53344116211,0.8707720018923283,2.0837180472910406,4464.6377029418945,-4667.904144287109,-4684.539443969727,4664.094860076904,-4740.659622192383,-4757.294906616211,4550.643333435059,-4563.012924194336,-4579.648239135742,4306.647239685059,-4246.895797729492,-4263.531158447266,4813.083877563477,-4904.406005859375,-4921.041259765625,4187.068923950195,-4296.670593261719,-4313.305908203125,4699.4995193481445,-4905.732727050781,-4922.367980957031,4609.844730377197,-4920.895095825195,-4937.530380249023,4917.957221984863,-4882.580825805664,-4899.216094970703,4524.3635597229,-4557.55339050293,-4574.188674926758,3677.107391357422,-3633.834716796875,-3650.470184326172,3946.211166381836,-4079.180953979492,-4095.8163299560547,4349.995105743408,-4503.146789550781,-4519.782119750977,4642.6389808654785,-4719.759078979492,-4736.39436340332,4313.371276855469,-4291.369003295898,-4308.004364013672,4123.510971069336,-4191.692535400391,-4208.327911376953,4278.791347503662,-4208.383224487305,-4225.018615722656,4460.565097808838,-4580.031112670898,-4596.666412353516,3996.268623352051,-4125.561660766602,-4142.197006225586,5010.2294845581055,-4998.692321777344,-5015.327575683594
23,23,2024-11-18 13:08:17.949544,0.0001,4424.189394760132,-4500.972111511231,-4517.607415771485,0.8702773902565241,2.082618062570691,4458.750705718994,-4671.224349975586,-4687.859649658203,4654.677665710449,-4751.512771606445,-4768.148056030273,4546.495887756348,-4561.76481628418,-4578.400131225586,4302.625919342041,-4248.140533447266,-4264.775894165039,4811.077709197998,-4912.690704345703,-4929.325958251953,4183.165367126465,-4291.78450012207,-4308.419815063477,4700.292644500732,-4911.038757324219,-4927.674011230469,4607.743976593018,-4922.182067871094,-4938.817352294922,4915.691780090332,-4879.701614379883,-4896.336883544922,4524.356491088867,-4550.590972900391,-4567.226257324219,3673.912250518799,-3629.2823333740234,-3645.9178009033203,3945.759452819824,-4076.6366577148438,-4093.2720336914062,4344.891330718994,-4504.584320068359,-4521.219635009766,4641.391719818115,-4720.252731323242,-4736.88801574707,4309.4899978637695,-4289.004333496094,-4305.639694213867,4123.851207733154,-4187.327117919922,-4203.962493896484,4279.831031799316,-4206.817398071289,-4223.452789306641,4458.872753143311,-4579.940582275391,-4596.575881958008,3994.6058921813965,-4118.482177734375,-4135.117523193359,5006.304145812988,-5006.483428955078,-5023.118682861328
24,24,2024-11-18 13:37:30.170689,0.0001,4421.932841873169,-4500.331539916992,-4516.966886901855,0.8700384348630905,2.081932596489787,4456.55680847168,-4666.184799194336,-4682.820098876953,4654.10969543457,-4742.772003173828,-4759.407287597656,4545.279811859131,-4562.653533935547,-4579.288848876953,4300.480438232422,-4249.967987060547,-4266.60334777832,4810.769588470459,-4903.2276611328125,-4919.8629150390625,4181.5161781311035,-4293.741409301758,-4310.376724243164,4697.5700759887695,-4912.279479980469,-4928.914733886719,4600.643573760986,-4922.680206298828,-4939.315490722656,4916.923488616943,-4877.878799438477,-4894.514068603516,4520.502113342285,-4554.998428344727,-4571.633712768555,3669.8522567749023,-3631.6287689208984,-3648.2642364501953,3941.483169555664,-4077.954849243164,-4094.5902252197266,4342.672431945801,-4500.515670776367,-4517.150985717773,4641.240081787109,-4722.2841796875,-4738.919464111328,4310.401668548584,-4289.894470214844,-4306.529830932617,4119.9977951049805,-4184.544662475586,-4201.180038452148,4278.561363220215,-4206.488220214844,-4223.123611450195,4453.584342956543,-4578.670272827148,-4595.305572509766,3993.167037963867,-4130.108062744141,-4146.743408203125,5003.345039367676,-4998.157531738281,-5014.792785644531
25,25,2024-11-18 14:06:04.423792,0.0001,4420.415751647949,-4500.895370483398,-4517.530711364746,0.8698137301951647,2.078194312751293,4454.2666091918945,-4670.434631347656,-4687.069931030273,4651.190578460693,-4742.050567626953,-4758.685852050781,4541.502826690674,-4563.375076293945,-4580.010391235352,4299.686107635498,-4251.838775634766,-4268.474136352539,4806.027294158936,-4910.229217529297,-4926.864471435547,4180.883708953857,-4293.727874755859,-4310.363189697266,4696.681945800781,-4910.030517578125,-4926.665771484375,4603.064342498779,-4923.269302368164,-4939.904586791992,4914.244964599609,-4879.791564941406,-4896.426834106445,4522.241367340088,-4553.854827880859,-4570.4901123046875,3669.3803329467773,-3633.1638793945312,-3649.799346923828,3939.7554321289062,-4078.2893829345703,-4094.924758911133,4340.887992858887,-4498.802917480469,-4515.438247680664,4637.706699371338,-4722.195022583008,-4738.830307006836,4309.68798828125,-4291.064880371094,-4307.700241088867,4120.137222290039,-4188.192443847656,-4204.827819824219,4276.564186096191,-4208.9669189453125,-4225.602310180664,4455.970062255859,-4580.2952880859375,-4596.930587768555,3992.291877746582,-4117.515838623047,-4134.151184082031,4996.143417358398,-5000.8187255859375,-5017.4539794921875
26,26,2024-11-18 14:34:26.294923,0.0001,4418.305077362061,-4499.972317504883,-4516.607661437988,0.869796747341752,2.076240113377571,4453.955402374268,-4670.0672607421875,-4686.702560424805,4649.049648284912,-4749.363739013672,-4765.9990234375,4540.864353179932,-4562.533767700195,-4579.169082641602,4299.35041809082,-4249.829696655273,-4266.465057373047,4804.37349319458,-4905.643707275391,-4922.278961181641,4178.263313293457,-4290.367279052734,-4307.002593994141,4696.7915115356445,-4909.926849365234,-4926.562103271484,4599.496120452881,-4922.349838256836,-4938.985122680664,4912.630664825439,-4878.02409362793,-4894.659362792969,4516.630825042725,-4553.441711425781,-4570.076995849609,3669.10693359375,-3631.346145629883,-3647.9816131591797,3937.2432556152344,-4073.2587890625,-4089.8941650390625,4334.948757171631,-4500.620697021484,-4517.256011962891,4637.172882080078,-4720.632553100586,-4737.267837524414,4309.858226776123,-4290.444915771484,-4307.080276489258,4117.562976837158,-4184.829940795898,-4201.465316772461,4276.049297332764,-4207.603851318359,-4224.239242553711,4446.542854309082,-4579.234039306641,-4595.869338989258,3991.3682823181152,-4123.079681396484,-4139.715026855469,4994.842311859131,-4996.8480224609375,-5013.4832763671875
27,27,2024-11-18 15:02:37.777487,0.0001,4415.502821731568,-4500.322019958496,-4516.95735168457,0.8695616390556097,2.0753894872963428,4450.687442779541,-4670.366561889648,-4687.001861572266,4644.602920532227,-4744.952056884766,-4761.587341308594,4538.750461578369,-4562.853073120117,-4579.488388061523,4295.9385986328125,-4253.587066650391,-4270.222427368164,4797.712169647217,-4905.685577392578,-4922.320831298828,4179.626350402832,-4288.361434936523,-4304.99674987793,4691.156253814697,-4912.698181152344,-4929.333435058594,4599.156944274902,-4920.544692993164,-4937.179977416992,4911.924102783203,-4880.022125244141,-4896.65739440918,4515.901020050049,-4553.271682739258,-4569.906967163086,3666.173854827881,-3632.880096435547,-3649.5155639648438,3932.061695098877,-4072.532745361328,-4089.1681213378906,4331.338958740234,-4501.563385009766,-4518.198715209961,4634.185985565186,-4722.218811035156,-4738.854095458984,4303.846179962158,-4292.462905883789,-4309.0982666015625,4114.455352783203,-4183.91015625,-4200.5455322265625,4272.857452392578,-4206.352600097656,-4222.987991333008,4449.485740661621,-4578.8795166015625,-4595.51481628418,3988.71236038208,-4119.269088745117,-4135.904434204102,4991.482471466064,-5004.028594970703,-5020.663848876953
28,28,2024-11-18 15:30:35.469134,0.0001,4413.680073928833,-4500.632746887207,-4517.268034362793,0.8690080959349871,2.07540692910552,4447.302928924561,-4668.231918334961,-4684.867218017578,4641.049053192139,-4743.22314453125,-4759.858428955078,4532.487495422363,-4563.763473510742,-4580.398788452148,4294.832080841064,-4251.787658691406,-4268.42301940918,4797.675060272217,-4908.179412841797,-4924.814666748047,4176.617259979248,-4291.575531005859,-4308.210845947266,4689.219020843506,-4912.6947021484375,-4929.3299560546875,4597.171806335449,-4921.621368408203,-4938.256652832031,4909.829963684082,-4878.15022277832,-4894.785491943359,4516.007495880127,-4556.878829956055,-4573.514114379883,3663.327381134033,-3631.4258422851562,-3648.061309814453,3934.1901245117188,-4076.729446411133,-4093.3648223876953,4328.655784606934,-4501.167739868164,-4517.80305480957,4630.092121124268,-4723.631561279297,-4740.266845703125,4302.6272315979,-4288.93782043457,-4305.573181152344,4114.43590927124,-4186.658416748047,-4203.293792724609,4273.704536437988,-4203.945281982422,-4220.580673217773,4444.241661071777,-4580.13525390625,-4596.770553588867,3989.2208137512207,-4122.545516967773,-4139.180862426758,4990.913600921631,-5001.371429443359,-5018.006683349609
29,29,2024-11-18 15:58:27.271503,0.0001,4411.8102355957035,-4501.214543151856,-4517.849899291992,0.8686398506164551,2.065224069356918,4442.245208740234,-4674.886917114258,-4691.522216796875,4637.800857543945,-4749.49543762207,-4766.130722045898,4535.827697753906,-4564.918518066406,-4581.5538330078125,4292.541500091553,-4253.261688232422,-4269.897048950195,4792.732566833496,-4908.288269042969,-4924.923522949219,4174.698490142822,-4287.782531738281,-4304.4178466796875,4689.347843170166,-4912.302734375,-4928.93798828125,4593.729537963867,-4923.467529296875,-4940.102813720703,4907.940956115723,-4877.830337524414,-4894.465606689453,4512.014461517334,-4554.049087524414,-4570.684356689453,3666.195510864258,-3631.7740478515625,-3648.4095153808594,3930.370216369629,-4073.019271850586,-4089.6546478271484,4325.137153625488,-4502.508071899414,-4519.14338684082,4630.256278991699,-4721.624420166016,-4738.259704589844,4298.905006408691,-4289.619186401367,-4306.254547119141,4117.465347290039,-4186.406295776367,-4203.04167175293,4270.9964027404785,-4207.449142456055,-4224.084533691406,4446.937389373779,-4578.340835571289,-4594.976135253906,3987.377727508545,-4120.05305480957,-4136.688400268555,4983.684631347656,-5007.213897705078,-5023.849151611328
30,30,2024-11-18 16:26:22.857784,0.0001,4410.772902679443,-4499.9617919921875,-4516.597087097168,0.8687022399157286,2.0658971734344957,4442.304203033447,-4673.832321166992,-4690.467620849609,4638.616195678711,-4748.101638793945,-4764.736923217773,4532.581695556641,-4562.408843994141,-4579.044158935547,4291.838882446289,-4253.740936279297,-4270.37629699707,4791.455024719238,-4909.1212158203125,-4925.7564697265625,4175.237022399902,-4287.475173950195,-4304.110488891602,4688.35657119751,-4913.261871337891,-4929.897125244141,4593.278762817383,-4920.868057250977,-4937.503341674805,4908.971527099609,-4879.493255615234,-4896.128524780273,4511.546070098877,-4548.970260620117,-4565.605545043945,3664.129325866699,-3629.4058227539062,-3646.041290283203,3929.691791534424,-4073.397415161133,-4090.0327911376953,4325.8069496154785,-4504.365814208984,-4521.001129150391,4630.830593109131,-4719.72477722168,-4736.360061645508,4300.499759674072,-4285.362228393555,-4301.997589111328,4112.693809509277,-4182.06672668457,-4198.702102661133,4267.564777374268,-4205.2154541015625,-4221.850845336914,4440.319362640381,-4574.448684692383,-4591.083984375,3988.726001739502,-4123.6890869140625,-4140.324432373047,4981.009662628174,-5004.285888671875,-5020.921142578125
31,31,2024-11-18 16:55:54.329944,0.0001,4408.871765136719,-4501.885948181152,-4518.521270751953,0.8678801659494638,2.057408360391855,4439.783248901367,-4670.279510498047,-4686.914810180664,4635.55562210083,-4746.764205932617,-4763.399490356445,4530.461669921875,-4567.073776245117,-4583.709091186523,4288.11275100708,-4249.425079345703,-4266.060440063477,4787.619560241699,-4909.210906982422,-4925.846160888672,4173.156196594238,-4294.908950805664,-4311.54426574707,4685.074905395508,-4910.641540527344,-4927.276794433594,4593.04944229126,-4922.775939941406,-4939.411224365234,4907.8711013793945,-4880.34342956543,-4896.978698730469,4512.22008895874,-4562.869857788086,-4579.505126953125,3661.7611694335938,-3633.4854431152344,-3650.1209106445312,3929.2155227661133,-4078.616241455078,-4095.2516174316406,4322.816925048828,-4501.18408203125,-4517.819412231445,4625.924591064453,-4723.5860595703125,-4740.221343994141,4297.104778289795,-4292.862213134766,-4309.497573852539,4112.313259124756,-4184.0504150390625,-4200.685791015625,4268.17805480957,-4205.036682128906,-4221.672073364258,4443.613059997559,-4578.883651733398,-4595.518951416016,3987.013515472412,-4123.513732910156,-4140.149078369141,4976.589889526367,-5002.2071533203125,-5018.8424072265625
32,32,2024-11-18 17:24:19.549124,0.0001,4406.837768173218,-4501.6682052612305,-4518.303527832031,0.8677853055298328,2.0492799203842877,4437.763656616211,-4674.8232421875,-4691.458541870117,4632.8166847229,-4747.574295043945,-4764.209579467773,4531.415195465088,-4563.90739440918,-4580.542709350586,4286.982883453369,-4248.614028930664,-4265.2493896484375,4782.644947052002,-4911.315612792969,-4927.950866699219,4171.061519622803,-4291.492630004883,-4308.127944946289,4683.133186340332,-4909.456237792969,-4926.091491699219,4586.837535858154,-4926.450653076172,-4943.0859375,4906.1642990112305,-4881.63410949707,-4898.269378662109,4507.9149169921875,-4554.915588378906,-4571.550872802734,3662.081443786621,-3630.0191650390625,-3646.6546325683594,3927.5689125061035,-4076.743698120117,-4093.3790740966797,4319.53971862793,-4506.415222167969,-4523.050537109375,4625.7413330078125,-4721.621994018555,-4738.257278442383,4295.627300262451,-4291.295104980469,-4307.930465698242,4113.4983558654785,-4186.672012329102,-4203.307388305664,4269.113300323486,-4206.221618652344,-4222.857009887695,4438.2689781188965,-4577.98095703125,-4594.616256713867,3988.3325996398926,-4119.828308105469,-4136.463668823242,4970.248508453369,-5006.382171630859,-5023.017425537109
33,33,2024-11-18 17:52:26.529492,0.0001,4405.280128860473,-4501.025828552246,-4517.661122131348,0.8678096111863851,2.048129167407751,4440.255706787109,-4676.405838012695,-4693.0411376953125,4630.466983795166,-4750.836151123047,-4767.471435546875,4525.767826080322,-4561.720565795898,-4578.355880737305,4286.645580291748,-4251.626937866211,-4268.262298583984,4777.86990737915,-4909.959259033203,-4926.594512939453,4170.479259490967,-4288.945938110352,-4305.581253051758,4682.8801193237305,-4914.796325683594,-4931.431579589844,4588.719821929932,-4919.979888916016,-4936.615173339844,4903.463092803955,-4877.451126098633,-4894.086395263672,4508.636806488037,-4555.301544189453,-4571.936828613281,3660.626739501953,-3628.0228118896484,-3644.6582794189453,3925.443115234375,-4072.0723876953125,-4088.707763671875,4315.066074371338,-4507.476531982422,-4524.111846923828,4624.482204437256,-4721.208404541016,-4737.843688964844,4295.255264282227,-4286.172119140625,-4302.807479858398,4113.81755065918,-4186.824325561523,-4203.459701538086,4264.046836853027,-4207.002593994141,-4223.637985229492,4436.049503326416,-4575.938430786133,-4592.57373046875,3984.4990882873535,-4124.257293701172,-4140.892639160156,4971.131217956543,-5004.517883300781,-5021.153137207031
34,34,2024-11-18 18:21:31.340776,0.0001,4404.224925994873,-4503.22469329834,-4519.860012817383,0.8666685946285725,2.032084918022156,4434.242744445801,-4671.261291503906,-4687.896591186523,4629.961376190186,-4747.798233032227,-4764.433517456055,4528.289695739746,-4562.378692626953,-4579.014007568359,4285.055770874023,-4255.144287109375,-4271.779647827148,4777.606227874756,-4911.092468261719,-4927.727722167969,4169.9953956604,-4291.702911376953,-4308.338226318359,4682.698135375977,-4915.5601806640625,-4932.1954345703125,4585.430633544922,-4923.583572387695,-4940.218856811523,4904.164363861084,-4882.840362548828,-4899.475631713867,4509.389350891113,-4565.61311340332,-4582.248382568359,3655.58695602417,-3636.331741333008,-3652.9672088623047,3927.1948204040527,-4078.9393005371094,-4095.574676513672,4312.60054397583,-4502.589813232422,-4519.225143432617,4625.570343017578,-4726.408615112305,-4743.043899536133,4294.928356170654,-4291.908828735352,-4308.544189453125,4109.558723449707,-4192.9952392578125,-4209.630615234375,4266.050514221191,-4202.656234741211,-4219.2916259765625,4438.394008636475,-4584.434066772461,-4601.069366455078,3984.6233139038086,-4123.435043334961,-4140.070388793945,4963.157314300537,-4997.819732666016,-5014.454986572266
35,35,2024-11-18 18:49:34.189954,0.0001,4402.396000289917,-4501.513598632812,-4518.148931884765,0.8674475684762001,2.0507187925279142,4434.117923736572,-4673.270965576172,-4689.906265258789,4628.696617126465,-4749.870330810547,-4766.505615234375,4526.263526916504,-4563.891708374023,-4580.52702331543,4283.61194229126,-4253.593292236328,-4270.228652954102,4775.663059234619,-4908.2835693359375,-4924.9188232421875,4167.0699462890625,-4292.297988891602,-4308.933303833008,4680.213130950928,-4916.843658447266,-4933.478912353516,4585.429862976074,-4923.752288818359,-4940.3875732421875,4902.910488128662,-4880.601821899414,-4897.237091064453,4504.942558288574,-4560.092041015625,-4576.727325439453,3659.2050170898438,-3629.6373138427734,-3646.2727813720703,3922.2808570861816,-4075.1463470458984,-4091.781723022461,4309.972099304199,-4502.090637207031,-4518.7259521484375,4621.877593994141,-4723.236572265625,-4739.871856689453,4290.13752746582,-4287.715667724609,-4304.351028442383,4106.417774200439,-4187.101638793945,-4203.737014770508,4265.233688354492,-4202.960662841797,-4219.596054077148,4437.607452392578,-4576.023712158203,-4592.65901184082,3982.5464210510254,-4125.356414794922,-4141.991760253906,4963.722400665283,-4998.505523681641,-5015.140777587891
36,36,2024-11-18 19:21:07.499826,1e-05,4400.245474624634,-4502.310227966309,-4518.945544433594,0.8667267367243767,2.034660232812166,4432.287658691406,-4675.903381347656,-4692.538681030273,4624.798427581787,-4751.329437255859,-4767.9647216796875,4517.43196105957,-4563.250030517578,-4579.885345458984,4282.4881591796875,-4251.748352050781,-4268.383712768555,4771.755748748779,-4912.283660888672,-4928.918914794922,4171.171283721924,-4291.352340698242,-4307.987655639648,4675.666328430176,-4917.15869140625,-4933.7939453125,4585.006542205811,-4922.38037109375,-4939.015655517578,4899.987602233887,-4882.819473266602,-4899.454742431641,4504.470813751221,-4558.503707885742,-4575.13899230957,3655.140468597412,-3631.859375,-3648.494842529297,3922.408000946045,-4074.688461303711,-4091.3238372802734,4310.246181488037,-4508.8511962890625,-4525.486511230469,4623.149322509766,-4723.489730834961,-4740.125015258789,4291.269592285156,-4290.245040893555,-4306.880401611328,4107.411567687988,-4187.802505493164,-4204.437881469727,4262.509712219238,-4203.3038330078125,-4219.939224243164,4432.161270141602,-4577.515396118164,-4594.150695800781,3979.9750175476074,-4121.203582763672,-4137.838928222656,4955.573783874512,-5000.515899658203,-5017.151153564453
37,37,2024-11-18 19:52:43.244505,1e-05,4397.3362300872805,-4501.829873657227,-4518.465200805664,0.8667638245970011,2.04117666259408,4427.296848297119,-4677.013244628906,-4693.648544311523,4620.3354568481445,-4745.978424072266,-4762.613708496094,4515.505481719971,-4563.862976074219,-4580.498291015625,4280.495128631592,-4251.437774658203,-4268.073135375977,4766.1555099487305,-4916.277526855469,-4932.912780761719,4167.165798187256,-4289.461334228516,-4306.096649169922,4674.177173614502,-4917.175231933594,-4933.810485839844,4577.526699066162,-4922.963882446289,-4939.599166870117,4897.222194671631,-4880.700729370117,-4897.335998535156,4501.067760467529,-4553.394195556641,-4570.029479980469,3652.6473655700684,-3632.3882446289062,-3649.023712158203,3920.683204650879,-4074.4893951416016,-4091.124771118164,4306.985622406006,-4506.851455688477,-4523.486785888672,4618.199817657471,-4723.00764465332,-4739.642929077148,4289.386451721191,-4290.105606079102,-4306.740966796875,4104.692638397217,-4188.066589355469,-4204.701965332031,4262.080211639404,-4205.946731567383,-4222.582122802734,4431.325370788574,-4575.811676025391,-4592.446975708008,3978.9139556884766,-4120.553283691406,-4137.188629150391,4954.861965179443,-5001.111541748047,-5017.746795654297
38,38,2024-11-18 20:24:36.607817,1e-05,4397.325905609131,-4502.006048583984,-4518.641354370117,0.866735078766942,2.0400663800537586,4424.2142333984375,-4676.320419311523,-4692.955718994141,4619.12752532959,-4746.697158813477,-4763.332443237305,4517.456554412842,-4562.542678833008,-4579.177993774414,4279.320510864258,-4252.276565551758,-4268.911926269531,4768.421539306641,-4917.565185546875,-4934.200439453125,4165.035762786865,-4288.401519775391,-4305.036834716797,4671.572010040283,-4916.554412841797,-4933.189666748047,4583.562511444092,-4921.111892700195,-4937.747177124023,4898.331726074219,-4882.902114868164,-4899.537384033203,4498.905418395996,-4559.842544555664,-4576.477828979492,3653.752212524414,-3629.9666137695312,-3646.602081298828,3921.4942779541016,-4074.193817138672,-4090.8291931152344,4304.698871612549,-4505.632354736328,-4522.267669677734,4619.201248168945,-4723.2794189453125,-4739.914703369141,4292.169494628906,-4290.72087097168,-4307.356231689453,4103.320796966553,-4189.296844482422,-4205.932220458984,4261.493175506592,-4201.180114746094,-4217.815505981445,4430.376808166504,-4576.959915161133,-4593.59521484375,3979.9447326660156,-4122.430618286133,-4139.065963745117,4954.118713378906,-5002.245849609375,-5018.881103515625
39,39,2024-11-18 20:54:31.999730,1e-05,4396.2260181427,-4503.376216125488,-4520.011517333985,0.8664133876562119,2.038908490166068,4422.575958251953,-4678.565902709961,-4695.201202392578,4621.347057342529,-4751.665100097656,-4768.300384521484,4519.861915588379,-4564.502136230469,-4581.137451171875,4281.45263671875,-4254.666351318359,-4271.301712036133,4761.3990478515625,-4917.3492431640625,-4933.9844970703125,4166.682567596436,-4289.8514404296875,-4306.486755371094,4673.042610168457,-4919.542053222656,-4936.177307128906,4580.598957061768,-4922.818862915039,-4939.454147338867,4897.499931335449,-4882.882354736328,-4899.517623901367,4499.66019821167,-4559.886932373047,-4576.522216796875,3652.7594680786133,-3629.4265899658203,-3646.062057495117,3920.931255340576,-4073.500991821289,-4090.1363677978516,4305.495826721191,-4510.3739013671875,-4527.009216308594,4617.8054275512695,-4722.386383056641,-4739.021667480469,4284.281574249268,-4290.182144165039,-4306.8175048828125,4102.148513793945,-4187.932998657227,-4204.568374633789,4259.107421875,-4204.430511474609,-4221.065902709961,4428.41930770874,-4576.255310058594,-4592.890609741211,3978.1285285949707,-4123.930252075195,-4140.56559753418,4951.322296142578,-5007.374755859375,-5024.010009765625
40,40,2024-11-18 21:23:48.875751,1e-05,4396.571610641479,-4502.036474609375,-4518.671800231934,0.8666723623871804,2.038023855537176,4425.93843460083,-4678.740982055664,-4695.376281738281,4617.871898651123,-4752.407684326172,-4769.04296875,4517.0522537231445,-4562.268051147461,-4578.903366088867,4275.911121368408,-4252.526275634766,-4269.161636352539,4764.248859405518,-4913.106262207031,-4929.741516113281,4165.973011016846,-4289.318252563477,-4305.953567504883,4672.951313018799,-4917.639831542969,-4934.275085449219,4580.915054321289,-4921.645980834961,-4938.281265258789,4897.676963806152,-4882.1387939453125,-4898.774063110352,4502.364440917969,-4552.998565673828,-4569.633850097656,3653.595054626465,-3629.0138397216797,-3645.6493072509766,3919.6675033569336,-4073.2139434814453,-4089.849319458008,4305.212635040283,-4508.081939697266,-4524.717254638672,4619.533306121826,-4721.285415649414,-4737.920700073242,4286.478404998779,-4291.03840637207,-4307.673767089844,4105.542461395264,-4188.582611083984,-4205.217987060547,4258.101539611816,-4205.756637573242,-4222.392028808594,4428.697639465332,-4573.972305297852,-4590.607604980469,3977.6807746887207,-4122.526992797852,-4139.162338256836,4956.019306182861,-5004.466888427734,-5021.102142333984
41,41,2024-11-18 21:51:50.506715,1e-05,4395.845862197876,-4501.496249389648,-4518.131562805176,0.8667765378952026,2.04132361933589,4425.814361572266,-4678.045913696289,-4694.681213378906,4615.9382247924805,-4754.4776611328125,-4771.112945556641,4516.783885955811,-4562.324676513672,-4578.959991455078,4278.481761932373,-4252.436325073242,-4269.071685791016,4761.82292175293,-4913.971893310547,-4930.607147216797,4167.049446105957,-4287.322998046875,-4303.958312988281,4671.351501464844,-4915.925079345703,-4932.560333251953,4580.005500793457,-4920.71907043457,-4937.354354858398,4896.375545501709,-4880.609664916992,-4897.244934082031,4498.55948638916,-4555.816131591797,-4572.451416015625,3651.784637451172,-3628.1712646484375,-3644.8067321777344,3922.4828338623047,-4072.5448455810547,-4089.180221557617,4302.425445556641,-4509.349380493164,-4525.984710693359,4618.8833656311035,-4723.286849975586,-4739.922134399414,4287.950881958008,-4288.752700805664,-4305.3880615234375,4103.955543518066,-4187.2261962890625,-4203.861572265625,4259.796524047852,-4200.8944091796875,-4217.529800415039,4429.48779296875,-4575.412948608398,-4592.048248291016,3975.772975921631,-4120.610458374023,-4137.245803833008,4952.194427490234,-5002.026550292969,-5018.661804199219
42,42,2024-11-18 22:19:43.475778,1.0000000000000002e-06,4396.091397857666,-4502.6342102050785,-4519.269522094726,0.8663755021989346,2.0316037692129614,4423.113731384277,-4678.069549560547,-4694.704849243164,4619.834735870361,-4748.972274780273,-4765.607559204102,4518.189434051514,-4565.621826171875,-4582.257141113281,4277.255870819092,-4253.824920654297,-4270.46028137207,4764.408126831055,-4911.734558105469,-4928.369812011719,4162.970634460449,-4291.212997436523,-4307.84831237793,4670.355842590332,-4916.5106201171875,-4933.1458740234375,4578.160179138184,-4922.252990722656,-4938.888275146484,4895.147937774658,-4880.005508422852,-4896.640777587891,4503.479568481445,-4563.418930053711,-4580.054214477539,3653.778606414795,-3631.735885620117,-3648.371353149414,3920.2277030944824,-4072.9756927490234,-4089.611068725586,4304.098278045654,-4503.3690185546875,-4520.004333496094,4616.326881408691,-4722.877105712891,-4739.512390136719,4284.542175292969,-4291.8790283203125,-4308.514389038086,4104.888221740723,-4190.467544555664,-4207.102920532227,4258.108474731445,-4205.276062011719,-4221.91145324707,4433.091724395752,-4578.356674194336,-4594.991973876953,3980.3305473327637,-4124.385177612305,-4141.020523071289,4953.519302368164,-4999.737731933594,-5016.372985839844
